,level_0,index,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,DEFAULT,FreeCashToAmountColumn,FreeCashToMonthlyPaymentColumn,NrDependantsGiven
748,748,1043,IncomeVerified,10000.0,Finnish,36,Female,FI,60,318.69,Travel,Business,Cohabitant,2,Fully employed,UpTo3Years,2To5Years,Healthcare,Mortgage,2200.0,0.0,220.0,0.0,0.0,150.0,0.0,2570.0,5,1116.0,0,22.52,1135.31,1,0.0,0.0,0.0,0.0,0.0,1,0.11353099999999999,3.562427437321535,0
749,749,1044,IncomeVerified,3190.0,Spanish,37,Female,ES,60,185.02,Home improvement,Business,Single,0,Fully employed,MoreThan5Years,10To15Years,Administrative,Living with Parents,890.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,2,442.0,0,31.13,262.98,0,0.0,0.0,0.0,1725.0,1.0,1,0.08243887147335424,1.421359852988866,0
750,750,1045,IncomeUnverified,2000.0,Estonian,39,Male,EE,60,61.61,Business,Travel,Single,0,Fully employed,MoreThan5Years,5To10Years,ArtEntertainment,Living with Parents,684.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,5,526.0,0,49.36,96.39,0,1.0,1330.0,1681.14,2000.0,1.0,0,0.048195,1.5645187469566628,0
751,751,1046,IncomeUnverified,1000.0,Estonian,36,Female,EE,6,185.9,Loan consolidation,Travel,Married,3,Fully employed,UpTo3Years,10To15Years,Info and telecom,Owner,800.0,0.0,228.0,0.0,0.0,320.0,0.0,1348.0,3,958.0,0,35.01,204.1,1,0.0,0.0,0.0,6700.0,3.0,0,0.2041,1.097902097902098,0
752,752,1047,IncomeUnverified,530.0,Estonian,21,Female,EE,48,24.61,Home improvement,Home improvement,Cohabitant,0,Fully employed,TrialPeriod,5To10Years,Healthcare,Joint Tenant,500.0,274.0,0.0,0.0,0.0,0.0,0.0,774.0,2,270.0,0,5.76,479.39,1,0.0,0.0,0.0,0.0,0.0,0,0.9045094339622641,19.47947988622511,0
753,753,1048,IncomeVerified,2000.0,Estonian,28,Female,EE,60,71.52,Loan consolidation,EducationLoan,Single,0,Fully employed,MoreThan5Years,5To10Years,Processing,"Tenant, Pre-furnished Property",780.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,8,2208.6,4,60.71,56.48,1,0.0,0.0,0.0,3600.0,2.0,0,0.028239999999999998,0.7897091722595079,0
754,754,1049,IncomeVerified,3000.0,Estonian,47,Female,EE,60,95.55,Loan consolidation,EducationLoan,Single,1,Fully employed,UpTo5Years,15To25Years,Processing,Living with Parents,420.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,4,441.0,2,37.99,10.45,1,0.0,0.0,0.0,3000.0,1.0,0,0.003483333333333333,0.10936682365253793,0
755,755,1050,IncomeUnverified,4250.0,Spanish,31,Male,ES,60,250.17,Home improvement,Travel,Married,1,Self-employed,MoreThan5Years,10To15Years,Retail and wholesale,Owner,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,1,350.0,0,21.75,549.83,1,0.0,0.0,0.0,0.0,0.0,1,0.12937176470588235,2.1978254786745017,0
756,756,1051,IncomeExpensesVerified,1900.0,Estonian,27,Female,EE,60,75.47,Other,Home improvement,Single,1,Fully employed,UpTo1Year,10To15Years,ArtEntertainment,"Tenant, Pre-furnished Property",315.0,0.0,45.0,0.0,0.0,250.0,200.0,810.0,4,547.0,0,45.98,187.53,1,0.0,0.0,0.0,2800.0,5.0,0,0.0987,2.4848284086391943,0
757,757,1052,IncomeVerified,2200.0,Finnish,61,Female,FI,60,63.14,Loan consolidation,Home improvement,Cohabitant,0,Partially employed,MoreThan5Years,MoreThan25Years,Healthcare,Joint Ownership,1210.0,380.0,0.0,0.0,0.0,0.0,0.0,1590.0,3,900.0,1,25.98,676.86,1,0.0,0.0,0.0,2130.0,1.0,1,0.30766363636363636,10.719987329743427,0
758,758,1053,IncomeVerified,5000.0,Finnish,29,Female,FI,12,537.72,Other,EducationLoan,Married,4,Fully employed,MoreThan5Years,10To15Years,Education,Owner,1457.0,0.0,492.0,0.0,0.0,0.0,0.0,1949.0,3,934.0,0,45.55,477.28,1,0.0,0.0,0.0,5000.0,1.0,1,0.095456,0.8875994941605295,0
759,759,1054,IncomeUnverified,500.0,Estonian,40,Female,EE,60,15.37,Home improvement,Business,Cohabitant,0,Partially employed,MoreThan5Years,MoreThan25Years,Healthcare,Owner,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2,396.0,0,3.07,88.63,1,0.0,0.0,0.0,3500.0,1.0,0,0.17726,5.766428106701366,0
760,760,1056,IncomeExpensesVerified,3000.0,Estonian,35,Male,EE,60,92.16,Home improvement,Home improvement,Cohabitant,3,Fully employed,MoreThan5Years,10To15Years,Other,Owner,950.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,5,891.0,1,41.91,266.84,1,0.0,0.0,0.0,3000.0,1.0,0,0.08894666666666666,2.8953993055555554,0
761,761,1057,IncomeExpensesVerified,3190.0,Estonian,59,Female,EE,60,87.9,Other,EducationLoan,Single,0,Fully employed,TrialPeriod,MoreThan25Years,Other,Owner,549.0,270.0,0.0,0.0,0.0,0.0,0.0,819.0,9,1029.84,3,33.55,47.26,0,2.0,2800.0,1566.62,0.0,0.0,0,0.014815047021943573,0.5376564277588168,0
762,762,1060,IncomeExpensesVerified,1100.0,Russian,36,Female,EE,48,39.42,Loan consolidation,Home improvement,Married,0,Partially employed,UpTo3Years,2To5Years,Other,Council House,212.0,170.0,45.0,0.0,0.0,0.0,0.0,427.0,4,433.0,1,19.77,92.58,1,0.0,0.0,0.0,1100.0,1.0,0,0.08416363636363636,2.34855403348554,0
763,763,1061,IncomeVerified,1500.0,Estonian,28,Male,EE,18,109.99,Vehicle,EducationLoan,Single,1,Fully employed,UpTo1Year,5To10Years,Processing,Owner,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,2,406.0,0,13.48,671.01,1,0.0,0.0,0.0,1500.0,1.0,0,0.44734,6.100645513228476,0
764,764,1063,IncomeVerified,3000.0,Finnish,49,Female,FI,60,108.93,Other,EducationLoan,Married,0,Fully employed,MoreThan5Years,15To25Years,Healthcare,Council House,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,6,1775.0,0,40.82,416.07,1,0.0,0.0,0.0,3000.0,1.0,1,0.13869,3.8196089231616632,0
765,765,1065,IncomeVerified,2655.0,Estonian,67,Male,EE,60,79.11,Home improvement,EducationLoan,Single,0,Fully employed,MoreThan5Years,15To25Years,Processing,Owner,276.0,330.0,0.0,0.0,0.0,0.0,0.0,606.0,5,582.64,1,56.39,14.25,0,3.0,6300.0,6759.03,0.0,0.0,0,0.005367231638418079,0.180128934395146,0
766,766,1066,IncomeExpensesVerified,3615.0,Estonian,23,Male,EE,60,128.03,Other,EducationLoan,Single,0,Fully employed,UpTo1Year,2To5Years,Processing,"Tenant, unfurnished Property",542.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,6,462.0,1,47.05,36.97,1,0.0,0.0,0.0,0.0,0.0,0,0.0102268326417704,0.2887604467702882,0
767,767,1067,IncomeExpensesVerified,2000.0,Estonian,35,Female,EE,60,60.55,Other,Home improvement,Cohabitant,1,Fully employed,UpTo3Years,5To10Years,Hospitality and catering,"Tenant, Pre-furnished Property",273.0,225.0,36.0,64.0,0.0,0.0,0.0,598.0,8,569.0,2,57.28,5.45,1,0.0,0.0,0.0,1090.0,1.0,0,0.002725,0.09000825763831545,0
768,768,1068,IncomeUnverified,4250.0,Estonian,24,Female,EE,60,152.14,Other,Home improvement,Cohabitant,1,Fully employed,UpTo3Years,2To5Years,Processing,Living with Parents,0.0,0.0,0.0,64.0,487.0,0.0,0.0,551.0,4,389.58,2,33.6,115.88,0,3.0,2200.0,1474.71,1000.0,1.0,0,0.027265882352941175,0.7616668857631129,0
769,769,1070,IncomeUnverified,3720.0,Finnish,25,Male,FI,60,134.54,Health,Business,Single,1,Fully employed,UpTo2Years,MoreThan25Years,Construction,"Tenant, Pre-furnished Property",963.0,0.0,0.0,300.0,0.0,0.0,0.0,1263.0,5,1260.0,1,50.56,124.46,0,0.0,0.0,0.0,3000.0,1.0,0,0.03345698924731182,0.9250780437044746,0
770,770,1071,IncomeVerified,1500.0,Spanish,28,Male,ES,60,52.81,Other,Travel,Single,0,Fully employed,UpTo2Years,2To5Years,Administrative,Living with Parents,963.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,7,1072.0,2,63.53,1.19,1,0.0,0.0,0.0,0.0,0.0,0,0.0007933333333333333,0.022533611058511642,0
771,771,1072,IncomeExpensesVerified,2500.0,English,34,Female,FI,60,87.86,Other,Travel,Married,2,Fully employed,UpTo1Year,2To5Years,Healthcare,"Tenant, unfurnished Property",0.0,0.0,201.0,0.0,1491.0,0.0,0.0,1692.0,7,1509.32,1,61.42,145.82,0,2.0,9600.0,6343.5,0.0,0.0,0,0.058328,1.6596858638743455,0
772,772,1074,IncomeExpensesVerified,5845.0,Estonian,28,Male,EE,60,207.16,Other,EducationLoan,Married,2,Fully employed,UpTo2Years,2To5Years,Retail and wholesale,Council House,900.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,15,1258.41,7,67.06,26.43,0,2.0,5100.0,5316.65,1200.0,1.0,0,0.004521813515825492,0.12758254489283646,0
773,773,1075,IncomeExpensesVerified,2500.0,Russian,24,Male,EE,60,95.91,Vehicle,Home improvement,Cohabitant,0,Fully employed,UpTo1Year,2To5Years,Construction,Owner,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,3,397.85,0,14.89,606.24,0,1.0,1000.0,122.11,2500.0,1.0,0,0.24249600000000002,6.320925868001251,0
774,774,1076,IncomeExpensesVerified,6910.0,Russian,23,Male,EE,60,265.94,Vehicle,EducationLoan,Single,0,Fully employed,UpTo3Years,2To5Years,Construction,"Tenant, Pre-furnished Property",709.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,4,373.0,3,37.51,193.06,1,0.0,0.0,0.0,0.0,0.0,0,0.02793921852387844,0.725953222531398,0
775,775,1077,IncomeExpensesVerified,530.0,Estonian,21,Male,EE,48,24.51,Loan consolidation,Business,Single,0,Fully employed,UpTo2Years,2To5Years,Hospitality and catering,"Tenant, Pre-furnished Property",660.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,5,412.0,0,28.26,223.49,1,0.0,0.0,0.0,0.0,0.0,0,0.42167924528301887,9.118319053447573,0
776,776,1079,IncomeExpensesVerified,1000.0,Estonian,31,Male,EE,36,38.59,Business,Business,Cohabitant,2,Fully employed,UpTo3Years,2To5Years,Processing,Owner,0.0,0.0,0.0,0.0,600.0,0.0,255.0,855.0,2,340.34,0,14.38,476.07,0,1.0,1500.0,1254.77,600.0,2.0,0,0.47607,12.336615703550141,0
777,777,1081,IncomeExpensesVerified,3500.0,Estonian,25,Female,EE,60,130.74,Home improvement,EducationLoan,Cohabitant,0,Fully employed,UpTo1Year,2To5Years,Other,Owner,300.0,0.0,90.0,0.0,0.0,0.0,0.0,390.0,2,270.0,1,33.52,9.26,1,0.0,0.0,0.0,3500.0,1.0,0,0.0026457142857142855,0.07082759675692213,0
778,778,1082,IncomeExpensesVerified,1060.0,Spanish,56,Female,ES,60,46.22,Other,Travel,Married,0,Fully employed,UpTo4Years,MoreThan25Years,Other,"Tenant, unfurnished Property",720.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,8,916.0,2,47.81,25.78,1,0.0,0.0,0.0,0.0,0.0,1,0.024320754716981134,0.5577672003461706,0
779,779,1085,IncomeVerified,5000.0,Estonian,57,Male,EE,60,143.27,Home improvement,Business,Married,0,Fully employed,UpTo2Years,MoreThan25Years,Agriculture,"Tenant, unfurnished Property",814.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,2,480.0,0,45.86,190.73,1,0.0,0.0,0.0,5000.0,1.0,0,0.038146,1.3312626509387868,0
780,780,1086,IncomeExpensesVerified,3190.0,Russian,39,Female,EE,60,86.76,Other,Home improvement,Cohabitant,1,Fully employed,MoreThan5Years,10To15Years,Processing,Owner,664.0,0.0,45.0,0.0,0.0,200.0,0.0,909.0,7,815.51,0,37.32,6.73,0,2.0,6100.0,1322.09,3500.0,1.0,0,0.0021097178683385583,0.07757030889810973,0
781,781,1087,IncomeExpensesVerified,850.0,Estonian,28,Male,EE,60,22.56,Travel,Business,Single,0,Fully employed,UpTo3Years,5To10Years,Other,Living with Parents,365.0,158.0,0.0,0.0,0.0,0.0,0.0,523.0,7,527.21,2,52.15,0.23,0,3.0,4800.0,3399.78,0.0,0.0,0,0.0002705882352941177,0.010195035460992909,0
782,782,1088,IncomeExpensesVerified,4785.0,Estonian,30,Male,EE,60,139.23,Other,EducationLoan,Cohabitant,0,Fully employed,MoreThan5Years,5To10Years,Transport and warehousing,"Tenant, unfurnished Property",1405.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,9,1311.65,1,59.42,149.12,0,1.0,1500.0,1362.67,0.0,0.0,1,0.03116405433646813,1.071033541621777,0
783,783,1089,IncomeVerified,800.0,Spanish,37,NoGenderGivens,ES,36,49.52,Home improvement,EducationLoan,Married,0,Fully employed,MoreThan5Years,10To15Years,Other,"Tenant, Pre-furnished Property",1047.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,1,350.0,0,4.73,647.48,1,0.0,0.0,0.0,800.0,1.0,1,0.80935,13.075121163166397,0
784,784,1090,IncomeVerified,3000.0,Finnish,49,Male,FI,60,106.47,Loan consolidation,Travel,Married,1,Fully employed,UpTo5Years,15To25Years,Other,Mortgage,2350.0,0.0,95.0,0.0,0.0,0.0,0.0,2445.0,5,1180.0,0,17.93,1158.53,1,0.0,0.0,0.0,3000.0,1.0,1,0.38617666666666667,10.881281112050342,0
785,785,1092,IncomeExpensesVerified,500.0,Russian,22,Female,EE,60,17.53,EducationLoan,Travel,Single,0,Fully employed,UpTo2Years,2To5Years,Hospitality and catering,Joint Ownership,469.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,8,519.05,2,46.61,0.42,0,1.0,600.0,312.54,500.0,1.0,0,0.0008399999999999999,0.023958927552766685,0
786,786,1093,IncomeExpensesVerified,3000.0,Estonian,48,Female,EE,60,85.9,Other,EducationLoan,Single,0,Fully employed,MoreThan5Years,10To15Years,Processing,"Tenant, unfurnished Property",800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,7,875.97,2,55.92,102.68,0,2.0,3000.0,712.39,3000.0,1.0,0,0.03422666666666667,1.1953434225844004,0
787,787,1095,IncomeUnverified,1595.0,Estonian,31,Male,EE,60,59.99,Loan consolidation,Home improvement,Single,1,Fully employed,UpTo3Years,2To5Years,Other,Owner,230.0,158.0,0.0,0.0,0.0,0.0,0.0,388.0,4,413.7,2,28.01,29.31,0,1.0,1500.0,162.49,0.0,0.0,0,0.018376175548589342,0.488581430238373,0
788,788,1096,IncomeVerified,6910.0,Spanish,33,Male,ES,60,370.16,Other,Business,Married,1,Fully employed,MoreThan5Years,15To25Years,Other,Owner,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,3,1174.0,0,69.62,5.84,1,0.0,0.0,0.0,0.0,0.0,0,0.0008451519536903039,0.015776961314026366,0
789,789,1099,IncomeUnverified,530.0,Estonian,24,Male,EE,60,19.44,Home improvement,Travel,Single,0,Fully employed,UpTo2Years,2To5Years,CivilService,Living with Parents,600.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,4,501.86,0,45.22,78.7,0,2.0,2600.0,2176.86,0.0,0.0,0,0.14849056603773586,4.04835390946502,0
790,790,1100,IncomeVerified,3000.0,Estonian,42,Male,EE,36,116.64,Home improvement,EducationLoan,Cohabitant,0,Fully employed,UpTo4Years,15To25Years,Transport and warehousing,Mortgage,628.0,284.0,0.0,53.0,0.0,0.0,0.0,965.0,2,829.0,0,12.09,19.36,1,0.0,0.0,0.0,3000.0,1.0,0,0.0064533333333333335,0.16598079561042522,0
791,791,1102,IncomeUnverified,10000.0,Russian,46,Male,EE,60,323.74,Loan consolidation,Business,Single,0,Fully employed,MoreThan5Years,15To25Years,Transport and warehousing,Owner,750.0,0.0,0.0,0.0,0.0,0.0,250.0,1000.0,5,1000.0,3,32.37,124.26,1,0.0,0.0,0.0,10000.0,1.0,0,0.012426000000000001,0.38382652746030765,0
792,792,1103,IncomeVerified,4250.0,Spanish,35,NoGenderGivens,ES,60,277.85,Health,Travel,Married,0,Fully employed,MoreThan5Years,15To25Years,Administrative,Living with Parents,646.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,1,350.0,0,43.01,18.15,0,0.0,0.0,0.0,3000.0,1.0,1,0.004270588235294117,0.06532301601583587,0
793,793,1105,IncomeExpensesVerified,1000.0,Estonian,32,Male,EE,60,30.71,Business,Travel,Cohabitant,0,Entrepreneur,MoreThan5Years,5To10Years,Info and telecom,Owner,560.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,2,277.0,0,10.31,252.29,1,0.0,0.0,0.0,1000.0,1.0,0,0.25229,8.215239335721263,0
794,794,1106,IncomeVerified,500.0,Estonian,54,Female,EE,60,14.13,Home improvement,EducationLoan,Cohabitant,0,Fully employed,MoreThan5Years,15To25Years,Transport and warehousing,Owner,784.0,0.0,0.0,0.0,0.0,0.0,360.0,1144.0,5,590.53,0,22.87,539.34,0,2.0,2000.0,601.63,500.0,1.0,0,1.07868,38.169851380042466,0
795,795,1108,IncomeExpensesVerified,1500.0,Estonian,51,Female,EE,60,50.77,Home improvement,EducationLoan,Divorced,0,Retiree,UpTo3Years,2To5Years,Other,Owner,0.0,271.0,0.0,54.0,0.0,0.0,0.0,325.0,2,287.0,1,15.62,24.23,1,0.0,0.0,0.0,1500.0,1.0,0,0.016153333333333332,0.4772503446917471,0
796,796,1109,IncomeExpensesVerified,3720.0,Spanish,51,Female,ES,60,174.34,Loan consolidation,EducationLoan,Divorced,1,Fully employed,UpTo5Years,MoreThan25Years,Finance and insurance,Mortgage,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.0,7,940.0,1,56.72,99.66,1,0.0,0.0,0.0,0.0,0.0,0,0.02679032258064516,0.5716416198233337,0
797,797,1110,IncomeVerified,500.0,Estonian,33,Male,EE,60,15.02,Travel,EducationLoan,Married,2,Fully employed,UpTo1Year,10To15Years,Info and telecom,Owner,2498.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,5,2152.27,0,30.68,330.71,0,2.0,10000.0,2293.14,500.0,1.0,0,0.66142,22.01797603195739,0
798,798,1112,IncomeUnverified,1063.0,Estonian,28,Male,EE,60,32.0,NoUseOfLoanGiven,NoEducationGiven,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,,,NoOccupationAreaGiven,Living with Parents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,5.0,6058.0,1470.64,,0.0,1,0.0,0.0,1
799,799,1113,IncomeUnverified,2000.0,Estonian,30,Male,EE,60,70.46,Home improvement,Travel,Cohabitant,0,Fully employed,UpTo5Years,10To15Years,Retail and wholesale,Joint Ownership,850.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,2,289.0,0,12.29,490.54,1,0.0,0.0,0.0,2000.0,1.0,1,0.24527000000000002,6.961964235026967,0
800,800,1114,IncomeExpensesVerified,5000.0,Estonian,57,Female,EE,36,202.74,Home improvement,EducationLoan,Single,0,Fully employed,UpTo1Year,15To25Years,Other,Owner,330.0,181.0,0.0,24.0,0.0,0.0,0.0,535.0,2,284.0,1,37.9,82.26,1,0.0,0.0,0.0,5000.0,1.0,0,0.016452,0.4057413435927789,0
801,801,1116,IncomeUnverified,5000.0,Estonian,27,Female,EE,60,155.75,Loan consolidation,Business,Single,1,Fully employed,UpTo1Year,10To15Years,Hospitality and catering,"Tenant, Pre-furnished Property",880.0,0.0,45.0,0.0,0.0,0.0,0.0,925.0,3,465.0,1,28.51,384.25,0,1.0,2000.0,2141.62,5000.0,1.0,0,0.07685,2.467094703049759,0
802,802,1117,IncomeVerified,5315.0,Spanish,46,Female,ES,60,280.95,Other,Business,Single,0,Fully employed,UpTo1Year,2To5Years,Healthcare,Living with Parents,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,4,877.0,2,54.49,136.05,1,0.0,0.0,0.0,0.0,0.0,0,0.025597365945437444,0.48424986652429264,0
803,803,1118,IncomeUnverified,5315.0,Finnish,47,Female,FI,60,200.96,Other,Business,Married,1,Fully employed,MoreThan5Years,MoreThan25Years,Other,"Tenant, Pre-furnished Property",1450.0,0.0,110.0,0.0,0.0,0.0,0.0,1560.0,5,980.0,1,26.98,589.04,1,0.0,0.0,0.0,2020.0,1.0,1,0.11082596425211665,2.9311305732484074,0
804,804,1120,IncomeExpensesVerified,500.0,Estonian,61,Male,EE,6,89.12,Home improvement,Travel,Cohabitant,0,Fully employed,UpTo4Years,MoreThan25Years,Transport and warehousing,Owner,800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,5,732.08,1,37.52,53.8,0,2.0,1300.0,1146.2,500.0,1.0,0,0.1076,0.6036804308797127,0
805,805,1121,IncomeUnverified,500.0,Spanish,35,Male,ES,60,27.01,Loan consolidation,Business,Single,0,Fully employed,UpTo3Years,5To10Years,Other,"Tenant, Pre-furnished Property",630.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,2,400.0,0,12.22,202.99,1,0.0,0.0,0.0,1000.0,2.0,1,0.40598,7.515364679748242,0
806,806,1123,IncomeUnverified,1000.0,Estonian,56,Female,EE,36,41.33,Other,EducationLoan,Divorced,0,Fully employed,UpTo2Years,MoreThan25Years,Retail and wholesale,Owner,890.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,3,510.11,0,26.33,338.56,1,0.0,0.0,0.0,1000.0,1.0,0,0.33856,8.191628357125575,0
807,807,1124,IncomeUnverified,3800.0,Estonian,55,Female,EE,60,116.8,Loan consolidation,EducationLoan,Divorced,0,Self-employed,MoreThan5Years,MoreThan25Years,Other,Owner,600.0,158.0,0.0,0.0,0.0,0.0,0.0,758.0,3,416.0,0,37.31,225.2,1,0.0,0.0,0.0,3800.0,1.0,0,0.05926315789473684,1.928082191780822,0
808,808,1125,IncomeVerified,10000.0,Finnish,40,Male,FI,60,329.93,Home improvement,Home improvement,Married,2,Fully employed,MoreThan5Years,15To25Years,Research,Owner,2100.0,0.0,210.0,0.0,0.0,0.0,0.0,2310.0,5,1900.0,0,36.23,80.07,1,0.0,0.0,0.0,0.0,0.0,1,0.008006999999999998,0.2426878428757615,0
809,809,1126,IncomeVerified,10100.0,Spanish,38,Female,ES,60,355.64,EducationLoan,Business,Single,1,Fully employed,MoreThan5Years,15To25Years,Retail and wholesale,Living with Parents,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,2,417.35,0,41.23,253.01,1,0.0,0.0,0.0,0.0,0.0,0,0.02505049504950495,0.7114216623551907,0
810,810,1128,IncomeUnverified,1000.0,Estonian,29,Female,EE,60,35.5,Home improvement,Business,Single,1,Fully employed,UpTo2Years,5To10Years,Other,Living with Parents,1200.0,0.0,45.0,0.0,0.0,197.0,0.0,1442.0,1,432.0,0,2.46,974.5,1,0.0,0.0,0.0,980.0,1.0,0,0.9745,27.450704225352112,0
811,811,1129,IncomeUnverified,500.0,Spanish,22,Male,ES,36,30.96,EducationLoan,Travel,Single,0,Partially employed,TrialPeriod,2To5Years,Other,Living with Parents,600.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1,350.0,0,5.16,219.04,1,0.0,0.0,0.0,1500.0,2.0,1,0.43807999999999997,7.074935400516796,0
812,812,1130,IncomeExpensesVerified,2500.0,Finnish,37,Female,FI,60,130.72,EducationLoan,Travel,Divorced,0,Partially employed,UpTo3Years,5To10Years,Healthcare,"Tenant, Pre-furnished Property",0.0,1206.0,0.0,106.0,0.0,0.0,0.0,1312.0,10,1527.0,3,58.9,39.28,1,0.0,0.0,0.0,0.0,0.0,0,0.015712,0.30048959608323134,0
813,813,1131,IncomeVerified,2500.0,Finnish,33,Male,FI,60,71.95,Home improvement,Home improvement,Married,2,Fully employed,MoreThan5Years,15To25Years,ArtEntertainment,Joint Ownership,1988.0,0.0,219.0,0.0,0.0,0.0,0.0,2207.0,5,1298.11,0,20.3,836.94,0,1.0,2100.0,392.72,2500.0,1.0,1,0.334776,11.632244614315498,0
814,814,1132,IncomeExpensesVerified,1595.0,Estonian,41,Female,EE,60,41.26,Home improvement,EducationLoan,Married,2,Fully employed,MoreThan5Years,15To25Years,Education,Owner,560.0,0.0,100.0,0.0,0.0,0.0,0.0,660.0,8,725.0,2,61.55,3.74,1,0.0,0.0,0.0,0.0,0.0,0,0.0023448275862068967,0.09064469219583132,0
815,815,1133,IncomeExpensesVerified,2125.0,Finnish,44,Female,FI,60,107.02,Other,Business,Married,0,Fully employed,MoreThan5Years,15To25Years,Hospitality and catering,Mortgage,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,6,1727.0,1,47.61,2.98,1,0.0,0.0,0.0,0.0,0.0,0,0.0014023529411764707,0.027845262567744347,0
816,816,1134,IncomeUnverified,2000.0,Estonian,50,Male,EE,24,111.78,Travel,EducationLoan,Divorced,0,Fully employed,MoreThan5Years,MoreThan25Years,Other,"Tenant, Pre-furnished Property",900.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,2,365.16,0,22.99,423.06,0,1.0,1300.0,648.89,5000.0,2.0,0,0.21153,3.7847557702630166,0
817,817,1135,IncomeExpensesVerified,531.0,Estonian,32,Female,EE,60,18.15,NoUseOfLoanGiven,Business,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,UpTo1Year,,NoOccupationAreaGiven,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0,0.0,0,0.0,0.0,0,4.0,4251.0,458.58,,0.0,1,0.0,0.0,1
818,818,1138,IncomeVerified,500.0,Estonian,42,Female,EE,9,60.6,Loan consolidation,EducationLoan,Cohabitant,1,Fully employed,UpTo2Years,10To15Years,Hospitality and catering,"Tenant, unfurnished Property",480.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,2,357.59,0,35.04,61.81,0,1.0,1400.0,734.88,500.0,1.0,0,0.12362000000000001,1.01996699669967,0
819,819,1139,IncomeVerified,2500.0,Estonian,43,Female,EE,60,69.07,Home improvement,EducationLoan,Married,1,Fully employed,UpTo2Years,MoreThan25Years,Info and telecom,Joint Ownership,510.0,0.0,45.0,0.0,0.0,0.0,0.0,555.0,6,491.49,1,48.57,35.44,0,1.0,3000.0,383.11,1200.0,2.0,0,0.014176,0.5131026494860287,0
820,820,1140,IncomeUnverified,6000.0,Estonian,32,Female,EE,60,206.74,EducationLoan,EducationLoan,Single,0,Fully employed,UpTo2Years,5To10Years,Finance and insurance,Owner,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,3,696.14,1,29.22,484.12,0,2.0,5800.0,2703.29,6000.0,1.0,0,0.08068666666666667,2.3416852084744124,0
